CE appliance,dish washer,electric furnace,electric space heater,fridge,microwave,washer dryer,waste disposal unit,main
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,198.960006714
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.209991455
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.130004883
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.100006104
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.160003662
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.160003662
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.160003662
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,198.940002441
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,199.039993286
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,198.940002441
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.199996948
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,198.949996948
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.199996948
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,199.240005493
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,199.279998779
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.540008545
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.450012207
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,199.339996338
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.230010986
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.0
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,198.970001221
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,198.869995117
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.399993896
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.399993896
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.399993896
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.009994507
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.309997559
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.239990234
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.239990234
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.190002441
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,198.670013428
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.019989014
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.050003052
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,198.910003662
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,199.020004272
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,199.100006104
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.200012207
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.240005493
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.229995728
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,198.940002441
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,198.940002441
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,198.940002441
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,199.320007324
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,198.419998169
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.220001221
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,198.550003052
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.690002441
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.459991455
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.029998779
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.049987793
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,198.869995117
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,199.070007324
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,199.320007324
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.130004883
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,198.699996948
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.229995728
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.279998779
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.070007324
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.070007324
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.070007324
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,198.949996948
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.290008545
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,199.029998779
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,199.290008545
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,196.979995728
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.839996338
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.679992676
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.509994507
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,196.869995117
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,197.730010986
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.769989014
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.190002441
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.480010986
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,197.839996338
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.25
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.540008545
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.540008545
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.600006104
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.680007935
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.660003662
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.580001831
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.449996948
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,197.420013428
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.669998169
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.720001221
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.709991455
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.5
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.699996948
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,197.080001831
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,197.880004883
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.130004883
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.539993286
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.470001221
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.470001221
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.470001221
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.700012207
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.380004883
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.559997559
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.690002441
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,197.649993896
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.790008545
7.5,1.0,0.0,0.0,1.0,9.0,0.0,0.0,197.230010986
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.589996338
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.540008545
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.450012207
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,196.950012207
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,197.259994507
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.350006104
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.399993896
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,197.299987793
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.600006104
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.600006104
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.600006104
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.950012207
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.88999939
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.740005493
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.769989014
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.300003052
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.709991455
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.61000061
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,197.630004883
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,198.130004883
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.609985352
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.790008545
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.479995728
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.170013428
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.990005493
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.790008545
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.709991455
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.709991455
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.709991455
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.549987793
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.690002441
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,198.070007324
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,197.940002441
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.420013428
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.589996338
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.649993896
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.449981689
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.75
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.589996338
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,198.059997559
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.610015869
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.649993896
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.679992676
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.88999939
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.88999939
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.88999939
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.580001831
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.470001221
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.809997559
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,197.529998779
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.820007324
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.260009766
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.070007324
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.929992676
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.699996948
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.720001221
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.489990234
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.580001831
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.339996338
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.570007324
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.770004272
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.040008545
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.040008545
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.040008545
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.600006104
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.510009766
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.660003662
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.540008545
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.589996338
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.430007935
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.509994507
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.559997559
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.690002441
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.549987793
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.649993896
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.61000061
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.579986572
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.0
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.450012207
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.789993286
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.789993286
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.789993286
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.850006104
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.559997559
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.569992065
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,198.160003662
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.08001709
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.720001221
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.440002441
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.670013428
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.470001221
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,197.660003662
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,198.079986572
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.539993286
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.630004883
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.760009766
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.559997559
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.440002441
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.440002441
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.440002441
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.410003662
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,197.489990234
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.369995117
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.559997559
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.339996338
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.029998779
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.080001831
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.11000061
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.050018311
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.179992676
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.039993286
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,196.809997559
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,196.760009766
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,196.529998779
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,197.619995117
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.33001709
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.33001709
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.33001709
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.119995117
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.549987793
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.509994507
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.369995117
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.270004272
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.059997559
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.320007324
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.529998779
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.610015869
7.5,1.0,0.0,0.0,1.0,9.0,0.0,0.0,197.350006104
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,196.790008545
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.449996948
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.419998169
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.889984131
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.370010376
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.369995117
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.369995117
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.369995117
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.260009766
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.279998779
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.13999939
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,197.160003662
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.429992676
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.13999939
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.339996338
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.349990845
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.429992676
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.070007324
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.359985352
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.309997559
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.660003662
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.260009766
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.379989624
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.379989624
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.379989624
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.540008545
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,196.809997559
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.279998779
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.010009766
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,197.479995728
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.320007324
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.319992065
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.449996948
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.950012207
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.450012207
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.509994507
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,196.789993286
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.919998169
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,196.709991455
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,196.630004883
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.279998779
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.279998779
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.279998779
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.529998779
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.730010986
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.279998779
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.130004883
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.220001221
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.350006104
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,197.359985352
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.459991455
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.789993286
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.720001221
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.649993896
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.179992676
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.309997559
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.440002441
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.710006714
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.600006104
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.600006104
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.600006104
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.229995728
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.25
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.350006104
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,196.929992676
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.529998779
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,197.480010986
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.579986572
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.350006104
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.989990234
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.229995728
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.36000061
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.390014648
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.36000061
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.88999939
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.300003052
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.519989014
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.519989014
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.519989014
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.229995728
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.510009766
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.809997559
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,196.760009766
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,197.180007935
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.460006714
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.279998779
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.350006104
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.430007935
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.260009766
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.309997559
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.240005493
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.38999939
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.759994507
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.699996948
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.040008545
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.040008545
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,196.820007324
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,196.839996338
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,196.729995728
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,196.929992676
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,196.880004883
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.220001221
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.160003662
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.400009155
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.5
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.160003662
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.200012207
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,196.979995728
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,197.25
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.470001221
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.309997559
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,196.899993896
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,196.899993896
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,196.899993896
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.959991455
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.520004272
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.270004272
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.029998779
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.070007324
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,196.929992676
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.379989624
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.339996338
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.690002441
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.360015869
5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,196.809997559
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.089996338
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.220001221
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,197.0
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,196.630004883
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,196.630004883
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,196.630004883
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,196.759994507
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,196.940002441
7.5,1.0,0.0,0.0,0.0,9.0,0.0,0.0,196.88999939
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,196.830001831
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,196.850006104
5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,196.669998169
